
Filament No. Sholl Intersections
 ==================== 
Filament No. Sholl Intersections,Unit,Category,Radius,Time,ID,
3,,Filament,121.000,1,100000003,
3,,Filament,122.000,1,100000003,
3,,Filament,123.000,1,100000003,
3,,Filament,124.000,1,100000003,
3,,Filament,125.000,1,100000003,
3,,Filament,126.000,1,100000003,
3,,Filament,127.000,1,100000003,
2,,Filament,128.000,1,100000003,
2,,Filament,129.000,1,100000003,
2,,Filament,130.000,1,100000003,
2,,Filament,131.000,1,100000003,
2,,Filament,132.000,1,100000003,
2,,Filament,133.000,1,100000003,
2,,Filament,134.000,1,100000003,
2,,Filament,135.000,1,100000003,
2,,Filament,136.000,1,100000003,
2,,Filament,137.000,1,100000003,
2,,Filament,138.000,1,100000003,
2,,Filament,139.000,1,100000003,
0,,Filament,140.000,1,100000003,
0,,Filament,0.000,1,100000004,
0,,Filament,1.000,1,100000004,
0,,Filament,2.000,1,100000004,
0,,Filament,3.000,1,100000004,
0,,Filament,4.000,1,100000004,
0,,Filament,5.000,1,100000004,
0,,Filament,6.000,1,100000004,
0,,Filament,7.000,1,100000004,
0,,Filament,8.000,1,100000004,
0,,Filament,9.000,1,100000004,
0,,Filament,10.000,1,100000004,
0,,Filament,11.000,1,100000004,
0,,Filament,12.000,1,100000004,
0,,Filament,13.000,1,100000004,
0,,Filament,14.000,1,100000004,
0,,Filament,15.000,1,100000004,
0,,Filament,16.000,1,100000004,
0,,Filament,17.000,1,100000004,
4,,Filament,18.000,1,100000004,
4,,Filament,19.000,1,100000004,
4,,Filament,20.000,1,100000004,
4,,Filament,21.000,1,100000004,
7,,Filament,22.000,1,100000004,
7,,Filament,23.000,1,100000004,
7,,Filament,24.000,1,100000004,
7,,Filament,25.000,1,100000004,
7,,Filament,26.000,1,100000004,
7,,Filament,27.000,1,100000004,
7,,Filament,28.000,1,100000004,
7,,Filament,29.000,1,100000004,
7,,Filament,30.000,1,100000004,
7,,Filament,31.000,1,100000004,
7,,Filament,32.000,1,100000004,
7,,Filament,33.000,1,100000004,
7,,Filament,34.000,1,100000004,
8,,Filament,35.000,1,100000004,
8,,Filament,36.000,1,100000004,
10,,Filament,37.000,1,100000004,
10,,Filament,38.000,1,100000004,
10,,Filament,39.000,1,100000004,
10,,Filament,40.000,1,100000004,
10,,Filament,41.000,1,100000004,
9,,Filament,42.000,1,100000004,
9,,Filament,43.000,1,100000004,
9,,Filament,44.000,1,100000004,
9,,Filament,45.000,1,100000004,
9,,Filament,46.000,1,100000004,
9,,Filament,47.000,1,100000004,
9,,Filament,48.000,1,100000004,
9,,Filament,49.000,1,100000004,
9,,Filament,50.000,1,100000004,
9,,Filament,51.000,1,100000004,
9,,Filament,52.000,1,100000004,
9,,Filament,53.000,1,100000004,
9,,Filament,54.000,1,100000004,
9,,Filament,55.000,1,100000004,
9,,Filament,56.000,1,100000004,
10,,Filament,57.000,1,100000004,
10,,Filament,58.000,1,100000004,
10,,Filament,59.000,1,100000004,
10,,Filament,60.000,1,100000004,
10,,Filament,61.000,1,100000004,
10,,Filament,62.000,1,100000004,
10,,Filament,63.000,1,100000004,
10,,Filament,64.000,1,100000004,
10,,Filament,65.000,1,100000004,
10,,Filament,66.000,1,100000004,
10,,Filament,67.000,1,100000004,
10,,Filament,68.000,1,100000004,
9,,Filament,69.000,1,100000004,
9,,Filament,70.000,1,100000004,
10,,Filament,71.000,1,100000004,
11,,Filament,72.000,1,100000004,
11,,Filament,73.000,1,100000004,
11,,Filament,74.000,1,100000004,
11,,Filament,75.000,1,100000004,
9,,Filament,76.000,1,100000004,
9,,Filament,77.000,1,100000004,
9,,Filament,78.000,1,100000004,
9,,Filament,79.000,1,100000004,
9,,Filament,80.000,1,100000004,
9,,Filament,81.000,1,100000004,
9,,Filament,82.000,1,100000004,
9,,Filament,83.000,1,100000004,
9,,Filament,84.000,1,100000004,
9,,Filament,85.000,1,100000004,
8,,Filament,86.000,1,100000004,
7,,Filament,87.000,1,100000004,
7,,Filament,88.000,1,100000004,
7,,Filament,89.000,1,100000004,
7,,Filament,90.000,1,100000004,
7,,Filament,91.000,1,100000004,
7,,Filament,92.000,1,100000004,
7,,Filament,93.000,1,100000004,
7,,Filament,94.000,1,100000004,
7,,Filament,95.000,1,100000004,
7,,Filament,96.000,1,100000004,
7,,Filament,97.000,1,100000004,
7,,Filament,98.000,1,100000004,
7,,Filament,99.000,1,100000004,
7,,Filament,100.000,1,100000004,
6,,Filament,101.000,1,100000004,
6,,Filament,102.000,1,100000004,
6,,Filament,103.000,1,100000004,
6,,Filament,104.000,1,100000004,
6,,Filament,105.000,1,100000004,
6,,Filament,106.000,1,100000004,
6,,Filament,107.000,1,100000004,
6,,Filament,108.000,1,100000004,
6,,Filament,109.000,1,100000004,
6,,Filament,110.000,1,100000004,
5,,Filament,111.000,1,100000004,
5,,Filament,112.000,1,100000004,
5,,Filament,113.000,1,100000004,
5,,Filament,114.000,1,100000004,
5,,Filament,115.000,1,100000004,
5,,Filament,116.000,1,100000004,
5,,Filament,117.000,1,100000004,
5,,Filament,118.000,1,100000004,
5,,Filament,119.000,1,100000004,
4,,Filament,120.000,1,100000004,
4,,Filament,121.000,1,100000004,
4,,Filament,122.000,1,100000004,
2,,Filament,123.000,1,100000004,
2,,Filament,124.000,1,100000004,
2,,Filament,125.000,1,100000004,
2,,Filament,126.000,1,100000004,
2,,Filament,127.000,1,100000004,
2,,Filament,128.000,1,100000004,
2,,Filament,129.000,1,100000004,
2,,Filament,130.000,1,100000004,
2,,Filament,131.000,1,100000004,
2,,Filament,132.000,1,100000004,
2,,Filament,133.000,1,100000004,
1,,Filament,134.000,1,100000004,
1,,Filament,135.000,1,100000004,
1,,Filament,136.000,1,100000004,
1,,Filament,137.000,1,100000004,
1,,Filament,138.000,1,100000004,
1,,Filament,139.000,1,100000004,
1,,Filament,140.000,1,100000004,
1,,Filament,141.000,1,100000004,
1,,Filament,142.000,1,100000004,
1,,Filament,143.000,1,100000004,
1,,Filament,144.000,1,100000004,
1,,Filament,145.000,1,100000004,
1,,Filament,146.000,1,100000004,
1,,Filament,147.000,1,100000004,
1,,Filament,148.000,1,100000004,
1,,Filament,149.000,1,100000004,
1,,Filament,150.000,1,100000004,
1,,Filament,151.000,1,100000004,
1,,Filament,152.000,1,100000004,
1,,Filament,153.000,1,100000004,
1,,Filament,154.000,1,100000004,
1,,Filament,155.000,1,100000004,
1,,Filament,156.000,1,100000004,
2,,Filament,157.000,1,100000004,
2,,Filament,158.000,1,100000004,
2,,Filament,159.000,1,100000004,
2,,Filament,160.000,1,100000004,
2,,Filament,161.000,1,100000004,
2,,Filament,162.000,1,100000004,
2,,Filament,163.000,1,100000004,
2,,Filament,164.000,1,100000004,
2,,Filament,165.000,1,100000004,
2,,Filament,166.000,1,100000004,
2,,Filament,167.000,1,100000004,
2,,Filament,168.000,1,100000004,
2,,Filament,169.000,1,100000004,
2,,Filament,170.000,1,100000004,
2,,Filament,171.000,1,100000004,
2,,Filament,172.000,1,100000004,
2,,Filament,173.000,1,100000004,
2,,Filament,174.000,1,100000004,
2,,Filament,175.000,1,100000004,
2,,Filament,176.000,1,100000004,
2,,Filament,177.000,1,100000004,
2,,Filament,178.000,1,100000004,
2,,Filament,179.000,1,100000004,
2,,Filament,180.000,1,100000004,
1,,Filament,181.000,1,100000004,
1,,Filament,182.000,1,100000004,
1,,Filament,183.000,1,100000004,
0,,Filament,184.000,1,100000004,
0,,Filament,0.000,1,100000005,
0,,Filament,1.000,1,100000005,
0,,Filament,2.000,1,100000005,
0,,Filament,3.000,1,100000005,
0,,Filament,4.000,1,100000005,
0,,Filament,5.000,1,100000005,
2,,Filament,6.000,1,100000005,
2,,Filament,7.000,1,100000005,
4,,Filament,8.000,1,100000005,
4,,Filament,9.000,1,100000005,
5,,Filament,10.000,1,100000005,
7,,Filament,11.000,1,100000005,
9,,Filament,12.000,1,100000005,
9,,Filament,13.000,1,100000005,
9,,Filament,14.000,1,100000005,
9,,Filament,15.000,1,100000005,
10,,Filament,16.000,1,100000005,
10,,Filament,17.000,1,100000005,
10,,Filament,18.000,1,100000005,
10,,Filament,19.000,1,100000005,
10,,Filament,20.000,1,100000005,
10,,Filament,21.000,1,100000005,
10,,Filament,22.000,1,100000005,
10,,Filament,23.000,1,100000005,
10,,Filament,24.000,1,100000005,
10,,Filament,25.000,1,100000005,
10,,Filament,26.000,1,100000005,
11,,Filament,27.000,1,100000005,
11,,Filament,28.000,1,100000005,
11,,Filament,29.000,1,100000005,
11,,Filament,30.000,1,100000005,
11,,Filament,31.000,1,100000005,
11,,Filament,32.000,1,100000005,
11,,Filament,33.000,1,100000005,
11,,Filament,34.000,1,100000005,
11,,Filament,35.000,1,100000005,
11,,Filament,36.000,1,100000005,
11,,Filament,37.000,1,100000005,
11,,Filament,38.000,1,100000005,
11,,Filament,39.000,1,100000005,
11,,Filament,40.000,1,100000005,
11,,Filament,41.000,1,100000005,
11,,Filament,42.000,1,100000005,
11,,Filament,43.000,1,100000005,
11,,Filament,44.000,1,100000005,
11,,Filament,45.000,1,100000005,
10,,Filament,46.000,1,100000005,
10,,Filament,47.000,1,100000005,
10,,Filament,48.000,1,100000005,
10,,Filament,49.000,1,100000005,
10,,Filament,50.000,1,100000005,
10,,Filament,51.000,1,100000005,
10,,Filament,52.000,1,100000005,
10,,Filament,53.000,1,100000005,
10,,Filament,54.000,1,100000005,
9,,Filament,55.000,1,100000005,
8,,Filament,56.000,1,100000005,
8,,Filament,57.000,1,100000005,
8,,Filament,58.000,1,100000005,
8,,Filament,59.000,1,100000005,
8,,Filament,60.000,1,100000005,
8,,Filament,61.000,1,100000005,
8,,Filament,62.000,1,100000005,
8,,Filament,63.000,1,100000005,
8,,Filament,64.000,1,100000005,
8,,Filament,65.000,1,100000005,
8,,Filament,66.000,1,100000005,
8,,Filament,67.000,1,100000005,
8,,Filament,68.000,1,100000005,
8,,Filament,69.000,1,100000005,
8,,Filament,70.000,1,100000005,
8,,Filament,71.000,1,100000005,
8,,Filament,72.000,1,100000005,
8,,Filament,73.000,1,100000005,
8,,Filament,74.000,1,100000005,
8,,Filament,75.000,1,100000005,
8,,Filament,76.000,1,100000005,
8,,Filament,77.000,1,100000005,
8,,Filament,78.000,1,100000005,
6,,Filament,79.000,1,100000005,
6,,Filament,80.000,1,100000005,
6,,Filament,81.000,1,100000005,
6,,Filament,82.000,1,100000005,
5,,Filament,83.000,1,100000005,
5,,Filament,84.000,1,100000005,
5,,Filament,85.000,1,100000005,
5,,Filament,86.000,1,100000005,
5,,Filament,87.000,1,100000005,
5,,Filament,88.000,1,100000005,
5,,Filament,89.000,1,100000005,
4,,Filament,90.000,1,100000005,
4,,Filament,91.000,1,100000005,
4,,Filament,92.000,1,100000005,
4,,Filament,93.000,1,100000005,
4,,Filament,94.000,1,100000005,
4,,Filament,95.000,1,100000005,
4,,Filament,96.000,1,100000005,
4,,Filament,97.000,1,100000005,
4,,Filament,98.000,1,100000005,
4,,Filament,99.000,1,100000005,
4,,Filament,100.000,1,100000005,
4,,Filament,101.000,1,100000005,
2,,Filament,102.000,1,100000005,
2,,Filament,103.000,1,100000005,
1,,Filament,104.000,1,100000005,
1,,Filament,105.000,1,100000005,
1,,Filament,106.000,1,100000005,
1,,Filament,107.000,1,100000005,
1,,Filament,108.000,1,100000005,
0,,Filament,109.000,1,100000005,
0,,Filament,0.000,1,100000006,
0,,Filament,1.000,1,100000006,
0,,Filament,2.000,1,100000006,
0,,Filament,3.000,1,100000006,
0,,Filament,4.000,1,100000006,
0,,Filament,5.000,1,100000006,
0,,Filament,6.000,1,100000006,
0,,Filament,7.000,1,100000006,
0,,Filament,8.000,1,100000006,
0,,Filament,9.000,1,100000006,
2,,Filament,10.000,1,100000006,
2,,Filament,11.000,1,100000006,
3,,Filament,12.000,1,100000006,
6,,Filament,13.000,1,100000006,
6,,Filament,14.000,1,100000006,
6,,Filament,15.000,1,100000006,
6,,Filament,16.000,1,100000006,
6,,Filament,17.000,1,100000006,
6,,Filament,18.000,1,100000006,
6,,Filament,19.000,1,100000006,
6,,Filament,20.000,1,100000006,
6,,Filament,21.000,1,100000006,
6,,Filament,22.000,1,100000006,
6,,Filament,23.000,1,100000006,
6,,Filament,24.000,1,100000006,
6,,Filament,25.000,1,100000006,
6,,Filament,26.000,1,100000006,
6,,Filament,27.000,1,100000006,
6,,Filament,28.000,1,100000006,
6,,Filament,29.000,1,100000006,
6,,Filament,30.000,1,100000006,
6,,Filament,31.000,1,100000006,
6,,Filament,32.000,1,100000006,
6,,Filament,33.000,1,100000006,
6,,Filament,34.000,1,100000006,
6,,Filament,35.000,1,100000006,
6,,Filament,36.000,1,100000006,
6,,Filament,37.000,1,100000006,
6,,Filament,38.000,1,100000006,
6,,Filament,39.000,1,100000006,
6,,Filament,40.000,1,100000006,
6,,Filament,41.000,1,100000006,
6,,Filament,42.000,1,100000006,
6,,Filament,43.000,1,100000006,
6,,Filament,44.000,1,100000006,
6,,Filament,45.000,1,100000006,
6,,Filament,46.000,1,100000006,
6,,Filament,47.000,1,100000006,
6,,Filament,48.000,1,100000006,
6,,Filament,49.000,1,100000006,
5,,Filament,50.000,1,100000006,
5,,Filament,51.000,1,100000006,
5,,Filament,52.000,1,100000006,
5,,Filament,53.000,1,100000006,
5,,Filament,54.000,1,100000006,
5,,Filament,55.000,1,100000006,
5,,Filament,56.000,1,100000006,
5,,Filament,57.000,1,100000006,
5,,Filament,58.000,1,100000006,
5,,Filament,59.000,1,100000006,
5,,Filament,60.000,1,100000006,
5,,Filament,61.000,1,100000006,
5,,Filament,62.000,1,100000006,
4,,Filament,63.000,1,100000006,
4,,Filament,64.000,1,100000006,
4,,Filament,65.000,1,100000006,
3,,Filament,66.000,1,100000006,
3,,Filament,67.000,1,100000006,
3,,Filament,68.000,1,100000006,
3,,Filament,69.000,1,100000006,
3,,Filament,70.000,1,100000006,
3,,Filament,71.000,1,100000006,
3,,Filament,72.000,1,100000006,
3,,Filament,73.000,1,100000006,
3,,Filament,74.000,1,100000006,
3,,Filament,75.000,1,100000006,
3,,Filament,76.000,1,100000006,
3,,Filament,77.000,1,100000006,
3,,Filament,78.000,1,100000006,
3,,Filament,79.000,1,100000006,
3,,Filament,80.000,1,100000006,
3,,Filament,81.000,1,100000006,
3,,Filament,82.000,1,100000006,
3,,Filament,83.000,1,100000006,
3,,Filament,84.000,1,100000006,
3,,Filament,85.000,1,100000006,
3,,Filament,86.000,1,100000006,
3,,Filament,87.000,1,100000006,
3,,Filament,88.000,1,100000006,
3,,Filament,89.000,1,100000006,
3,,Filament,90.000,1,100000006,
3,,Filament,91.000,1,100000006,
3,,Filament,92.000,1,100000006,
3,,Filament,93.000,1,100000006,
3,,Filament,94.000,1,100000006,
3,,Filament,95.000,1,100000006,
3,,Filament,96.000,1,100000006,
3,,Filament,97.000,1,100000006,
3,,Filament,98.000,1,100000006,
3,,Filament,99.000,1,100000006,
3,,Filament,100.000,1,100000006,
3,,Filament,101.000,1,100000006,
3,,Filament,102.000,1,100000006,
3,,Filament,103.000,1,100000006,
3,,Filament,104.000,1,100000006,
3,,Filament,105.000,1,100000006,
3,,Filament,106.000,1,100000006,
3,,Filament,107.000,1,100000006,
3,,Filament,108.000,1,100000006,
3,,Filament,109.000,1,100000006,
3,,Filament,110.000,1,100000006,
3,,Filament,111.000,1,100000006,
3,,Filament,112.000,1,100000006,
3,,Filament,113.000,1,100000006,
2,,Filament,114.000,1,100000006,
2,,Filament,115.000,1,100000006,
2,,Filament,116.000,1,100000006,
2,,Filament,117.000,1,100000006,
2,,Filament,118.000,1,100000006,
2,,Filament,119.000,1,100000006,
2,,Filament,120.000,1,100000006,
1,,Filament,121.000,1,100000006,
1,,Filament,122.000,1,100000006,
1,,Filament,123.000,1,100000006,
1,,Filament,124.000,1,100000006,
1,,Filament,125.000,1,100000006,
1,,Filament,126.000,1,100000006,
1,,Filament,127.000,1,100000006,
1,,Filament,128.000,1,100000006,
1,,Filament,129.000,1,100000006,
1,,Filament,130.000,1,100000006,
1,,Filament,131.000,1,100000006,
1,,Filament,132.000,1,100000006,
1,,Filament,133.000,1,100000006,
1,,Filament,134.000,1,100000006,
1,,Filament,135.000,1,100000006,
1,,Filament,136.000,1,100000006,
1,,Filament,137.000,1,100000006,
1,,Filament,138.000,1,100000006,
1,,Filament,139.000,1,100000006,
1,,Filament,140.000,1,100000006,
1,,Filament,141.000,1,100000006,
1,,Filament,142.000,1,100000006,
1,,Filament,143.000,1,100000006,
1,,Filament,144.000,1,100000006,
1,,Filament,145.000,1,100000006,
1,,Filament,146.000,1,100000006,
1,,Filament,147.000,1,100000006,
1,,Filament,148.000,1,100000006,
1,,Filament,149.000,1,100000006,
0,,Filament,150.000,1,100000006,
0,,Filament,0.000,1,100000007,
0,,Filament,1.000,1,100000007,
0,,Filament,2.000,1,100000007,
0,,Filament,3.000,1,100000007,
0,,Filament,4.000,1,100000007,
0,,Filament,5.000,1,100000007,
0,,Filament,6.000,1,100000007,
0,,Filament,7.000,1,100000007,
2,,Filament,8.000,1,100000007,
2,,Filament,9.000,1,100000007,
2,,Filament,10.000,1,100000007,
2,,Filament,11.000,1,100000007,
4,,Filament,12.000,1,100000007,
5,,Filament,13.000,1,100000007,
5,,Filament,14.000,1,100000007,
5,,Filament,15.000,1,100000007,
5,,Filament,16.000,1,100000007,
5,,Filament,17.000,1,100000007,
5,,Filament,18.000,1,100000007,
6,,Filament,19.000,1,100000007,
7,,Filament,20.000,1,100000007,
7,,Filament,21.000,1,100000007,
7,,Filament,22.000,1,100000007,
7,,Filament,23.000,1,100000007,
7,,Filament,24.000,1,100000007,
7,,Filament,25.000,1,100000007,
7,,Filament,26.000,1,100000007,
7,,Filament,27.000,1,100000007,
7,,Filament,28.000,1,100000007,
8,,Filament,29.000,1,100000007,
8,,Filament,30.000,1,100000007,
8,,Filament,31.000,1,100000007,
8,,Filament,32.000,1,100000007,
8,,Filament,33.000,1,100000007,
8,,Filament,34.000,1,100000007,
8,,Filament,35.000,1,100000007,
8,,Filament,36.000,1,100000007,
8,,Filament,37.000,1,100000007,
8,,Filament,38.000,1,100000007,
8,,Filament,39.000,1,100000007,
8,,Filament,40.000,1,100000007,
10,,Filament,41.000,1,100000007,
9,,Filament,42.000,1,100000007,
9,,Filament,43.000,1,100000007,
9,,Filament,44.000,1,100000007,
10,,Filament,45.000,1,100000007,
10,,Filament,46.000,1,100000007,
10,,Filament,47.000,1,100000007,
10,,Filament,48.000,1,100000007,
10,,Filament,49.000,1,100000007,
10,,Filament,50.000,1,100000007,
10,,Filament,51.000,1,100000007,
10,,Filament,52.000,1,100000007,
10,,Filament,53.000,1,100000007,
10,,Filament,54.000,1,100000007,
10,,Filament,55.000,1,100000007,
10,,Filament,56.000,1,100000007,
10,,Filament,57.000,1,100000007,
10,,Filament,58.000,1,100000007,
10,,Filament,59.000,1,100000007,
10,,Filament,60.000,1,100000007,
10,,Filament,61.000,1,100000007,
10,,Filament,62.000,1,100000007,
10,,Filament,63.000,1,100000007,
10,,Filament,64.000,1,100000007,
10,,Filament,65.000,1,100000007,
10,,Filament,66.000,1,100000007,
10,,Filament,67.000,1,100000007,
10,,Filament,68.000,1,100000007,
10,,Filament,69.000,1,100000007,
10,,Filament,70.000,1,100000007,
10,,Filament,71.000,1,100000007,
9,,Filament,72.000,1,100000007,
9,,Filament,73.000,1,100000007,
9,,Filament,74.000,1,100000007,
8,,Filament,75.000,1,100000007,
8,,Filament,76.000,1,100000007,
8,,Filament,77.000,1,100000007,
8,,Filament,78.000,1,100000007,
8,,Filament,79.000,1,100000007,
8,,Filament,80.000,1,100000007,
8,,Filament,81.000,1,100000007,
8,,Filament,82.000,1,100000007,
8,,Filament,83.000,1,100000007,
8,,Filament,84.000,1,100000007,
9,,Filament,85.000,1,100000007,
8,,Filament,86.000,1,100000007,
8,,Filament,87.000,1,100000007,
8,,Filament,88.000,1,100000007,
7,,Filament,89.000,1,100000007,
7,,Filament,90.000,1,100000007,
7,,Filament,91.000,1,100000007,
6,,Filament,92.000,1,100000007,
6,,Filament,93.000,1,100000007,
5,,Filament,94.000,1,100000007,
5,,Filament,95.000,1,100000007,
5,,Filament,96.000,1,100000007,
7,,Filament,97.000,1,100000007,
7,,Filament,98.000,1,100000007,
7,,Filament,99.000,1,100000007,
7,,Filament,100.000,1,100000007,
6,,Filament,101.000,1,100000007,
6,,Filament,102.000,1,100000007,
6,,Filament,103.000,1,100000007,
6,,Filament,104.000,1,100000007,
6,,Filament,105.000,1,100000007,
6,,Filament,106.000,1,100000007,
6,,Filament,107.000,1,100000007,
6,,Filament,108.000,1,100000007,
6,,Filament,109.000,1,100000007,
6,,Filament,110.000,1,100000007,
6,,Filament,111.000,1,100000007,
6,,Filament,112.000,1,100000007,
6,,Filament,113.000,1,100000007,
6,,Filament,114.000,1,100000007,
6,,Filament,115.000,1,100000007,
6,,Filament,116.000,1,100000007,
6,,Filament,117.000,1,100000007,
5,,Filament,118.000,1,100000007,
5,,Filament,119.000,1,100000007,
5,,Filament,120.000,1,100000007,
4,,Filament,121.000,1,100000007,
4,,Filament,122.000,1,100000007,
4,,Filament,123.000,1,100000007,
3,,Filament,124.000,1,100000007,
3,,Filament,125.000,1,100000007,
3,,Filament,126.000,1,100000007,
3,,Filament,127.000,1,100000007,
2,,Filament,128.000,1,100000007,
2,,Filament,129.000,1,100000007,
2,,Filament,130.000,1,100000007,
2,,Filament,131.000,1,100000007,
1,,Filament,132.000,1,100000007,
1,,Filament,133.000,1,100000007,
1,,Filament,134.000,1,100000007,
1,,Filament,135.000,1,100000007,
1,,Filament,136.000,1,100000007,
1,,Filament,137.000,1,100000007,
1,,Filament,138.000,1,100000007,
1,,Filament,139.000,1,100000007,
1,,Filament,140.000,1,100000007,
1,,Filament,141.000,1,100000007,
1,,Filament,142.000,1,100000007,
1,,Filament,143.000,1,100000007,
1,,Filament,144.000,1,100000007,
1,,Filament,145.000,1,100000007,
0,,Filament,146.000,1,100000007,
0,,Filament,0.000,1,100000008,
0,,Filament,1.000,1,100000008,
0,,Filament,2.000,1,100000008,
0,,Filament,3.000,1,100000008,
0,,Filament,4.000,1,100000008,
0,,Filament,5.000,1,100000008,
1,,Filament,6.000,1,100000008,
1,,Filament,7.000,1,100000008,
3,,Filament,8.000,1,100000008,
4,,Filament,9.000,1,100000008,
4,,Filament,10.000,1,100000008,
4,,Filament,11.000,1,100000008,
5,,Filament,12.000,1,100000008,
5,,Filament,13.000,1,100000008,
6,,Filament,14.000,1,100000008,
6,,Filament,15.000,1,100000008,
6,,Filament,16.000,1,100000008,
6,,Filament,17.000,1,100000008,
6,,Filament,18.000,1,100000008,
6,,Filament,19.000,1,100000008,
6,,Filament,20.000,1,100000008,
6,,Filament,21.000,1,100000008,
6,,Filament,22.000,1,100000008,
6,,Filament,23.000,1,100000008,
6,,Filament,24.000,1,100000008,
6,,Filament,25.000,1,100000008,
6,,Filament,26.000,1,100000008,
6,,Filament,27.000,1,100000008,
6,,Filament,28.000,1,100000008,
6,,Filament,29.000,1,100000008,
6,,Filament,30.000,1,100000008,
6,,Filament,31.000,1,100000008,
6,,Filament,32.000,1,100000008,
6,,Filament,33.000,1,100000008,
6,,Filament,34.000,1,100000008,
6,,Filament,35.000,1,100000008,
6,,Filament,36.000,1,100000008,
6,,Filament,37.000,1,100000008,
6,,Filament,38.000,1,100000008,
6,,Filament,39.000,1,100000008,
6,,Filament,40.000,1,100000008,
6,,Filament,41.000,1,100000008,
6,,Filament,42.000,1,100000008,
6,,Filament,43.000,1,100000008,
6,,Filament,44.000,1,100000008,
6,,Filament,45.000,1,100000008,
6,,Filament,46.000,1,100000008,
6,,Filament,47.000,1,100000008,
7,,Filament,48.000,1,100000008,
7,,Filament,49.000,1,100000008,
7,,Filament,50.000,1,100000008,
7,,Filament,51.000,1,100000008,
7,,Filament,52.000,1,100000008,
6,,Filament,53.000,1,100000008,
6,,Filament,54.000,1,100000008,
6,,Filament,55.000,1,100000008,
6,,Filament,56.000,1,100000008,
6,,Filament,57.000,1,100000008,
5,,Filament,58.000,1,100000008,
5,,Filament,59.000,1,100000008,
5,,Filament,60.000,1,100000008,
5,,Filament,61.000,1,100000008,
5,,Filament,62.000,1,100000008,
5,,Filament,63.000,1,100000008,
5,,Filament,64.000,1,100000008,
5,,Filament,65.000,1,100000008,
5,,Filament,66.000,1,100000008,
5,,Filament,67.000,1,100000008,
5,,Filament,68.000,1,100000008,
5,,Filament,69.000,1,100000008,
5,,Filament,70.000,1,100000008,
5,,Filament,71.000,1,100000008,
5,,Filament,72.000,1,100000008,
5,,Filament,73.000,1,100000008,
4,,Filament,74.000,1,100000008,
4,,Filament,75.000,1,100000008,
4,,Filament,76.000,1,100000008,
4,,Filament,77.000,1,100000008,
4,,Filament,78.000,1,100000008,
4,,Filament,79.000,1,100000008,
4,,Filament,80.000,1,100000008,
4,,Filament,81.000,1,100000008,
4,,Filament,82.000,1,100000008,
4,,Filament,83.000,1,100000008,
4,,Filament,84.000,1,100000008,
4,,Filament,85.000,1,100000008,
4,,Filament,86.000,1,100000008,
4,,Filament,87.000,1,100000008,
3,,Filament,88.000,1,100000008,
3,,Filament,89.000,1,100000008,
3,,Filament,90.000,1,100000008,
3,,Filament,91.000,1,100000008,
3,,Filament,92.000,1,100000008,
3,,Filament,93.000,1,100000008,
3,,Filament,94.000,1,100000008,
3,,Filament,95.000,1,100000008,
3,,Filament,96.000,1,100000008,
3,,Filament,97.000,1,100000008,
3,,Filament,98.000,1,100000008,
3,,Filament,99.000,1,100000008,
3,,Filament,100.000,1,100000008,
3,,Filament,101.000,1,100000008,
3,,Filament,102.000,1,100000008,
3,,Filament,103.000,1,100000008,
3,,Filament,104.000,1,100000008,
3,,Filament,105.000,1,100000008,
3,,Filament,106.000,1,100000008,
3,,Filament,107.000,1,100000008,
3,,Filament,108.000,1,100000008,
3,,Filament,109.000,1,100000008,
3,,Filament,110.000,1,100000008,
3,,Filament,111.000,1,100000008,
3,,Filament,112.000,1,100000008,
3,,Filament,113.000,1,100000008,
3,,Filament,114.000,1,100000008,
3,,Filament,115.000,1,100000008,
3,,Filament,116.000,1,100000008,
3,,Filament,117.000,1,100000008,
2,,Filament,118.000,1,100000008,
2,,Filament,119.000,1,100000008,
2,,Filament,120.000,1,100000008,
2,,Filament,121.000,1,100000008,
2,,Filament,122.000,1,100000008,
1,,Filament,123.000,1,100000008,
1,,Filament,124.000,1,100000008,
1,,Filament,125.000,1,100000008,
1,,Filament,126.000,1,100000008,
1,,Filament,127.000,1,100000008,
1,,Filament,128.000,1,100000008,
1,,Filament,129.000,1,100000008,
1,,Filament,130.000,1,100000008,
1,,Filament,131.000,1,100000008,
1,,Filament,132.000,1,100000008,
1,,Filament,133.000,1,100000008,
1,,Filament,134.000,1,100000008,
1,,Filament,135.000,1,100000008,
1,,Filament,136.000,1,100000008,
1,,Filament,137.000,1,100000008,
1,,Filament,138.000,1,100000008,
1,,Filament,139.000,1,100000008,
1,,Filament,140.000,1,100000008,
1,,Filament,141.000,1,100000008,
1,,Filament,142.000,1,100000008,
1,,Filament,143.000,1,100000008,
1,,Filament,144.000,1,100000008,
1,,Filament,145.000,1,100000008,
0,,Filament,146.000,1,100000008,
0,,Filament,0.000,1,100000009,
0,,Filament,1.000,1,100000009,
0,,Filament,2.000,1,100000009,
0,,Filament,3.000,1,100000009,
0,,Filament,4.000,1,100000009,
0,,Filament,5.000,1,100000009,
0,,Filament,6.000,1,100000009,
0,,Filament,7.000,1,100000009,
3,,Filament,8.000,1,100000009,
3,,Filament,9.000,1,100000009,
3,,Filament,10.000,1,100000009,
4,,Filament,11.000,1,100000009,
5,,Filament,12.000,1,100000009,
6,,Filament,13.000,1,100000009,
